"delivery_date","hour_ending","qse_name","settlement_point_source","settlement_point_sink","mw","price","offer_id","crr_id","p_posted_date"
"2024-10-02","1","QAEN","HRFDWIND_ALL","LZ_AEN","3.0","10.09","143598265_1","143598265","2024-12-01"
"2024-10-02","1","QAEN","HRFDWIND_ALL","LZ_AEN","4.0","10.09","129484149_1","129484149","2024-12-01"
"2024-10-02","1","QAEN","HWF_HWFG1","LZ_AEN","1.0","3.73","159964060_1","159964060","2024-12-01"
"2024-10-02","1","QAEN","KARAKAW1_1","LZ_AEN","1.0","-0.7","143598278_1","143598278","2024-12-01"
"2024-10-02","1","QAEN","KARAKAW1_1","LZ_AEN","1.0","-0.7","143598279_1","143598279","2024-12-01"
"2024-10-02","1","QAEN","KARAKAW1_1","LZ_AEN","1.0","-0.7","159964071_1","159964071","2024-12-01"
"2024-10-02","1","QAEN","KARAKAW1_1","LZ_AEN","1.0","-0.7","159964072_1","159964072","2024-12-01"
"2024-10-02","1","QAEN","LV1A_LV1B","LZ_AEN","1.0","-0.7","159964076_1","159964076","2024-12-01"
"2024-10-02","1","QAEN","LV3_UNIT1","LZ_AEN","0.4","-0.75","143598314_1","143598314","2024-12-01"
"2024-10-02","1","QAEN","LV3_UNIT1","LZ_AEN","0.5","-0.75","143598313_1","143598313","2024-12-01"
"2024-10-02","1","QAEN","LV3_UNIT1","LZ_AEN","1.0","-0.75","143598312_1","143598312","2024-12-01"
"2024-10-02","1","QAEN","LV4_UNIT_1","LZ_AEN","0.5","-0.75","143598338_1","143598338","2024-12-01"
"2024-10-02","1","QAEN","LV4_UNIT_1","LZ_AEN","0.5","-0.75","143598339_1","143598339","2024-12-01"
"2024-10-02","1","QAEN","LV4_UNIT_1","LZ_AEN","1.0","-0.75","143598337_1","143598337","2024-12-01"
"2024-10-02","1","QAEN","STP_STP_G1","LZ_AEN","211.7","0.26","119866922_1","119866922","2024-12-01"
"2024-10-02","1","QAEN","STP_STP_G2","LZ_AEN","209.6","0.26","119866923_1","119866923","2024-12-01"
"2024-10-02","1","QAEN","TGW_T1_T2","LZ_AEN","0.2","-0.68","143598362_1","143598362","2024-12-01"
"2024-10-02","1","QAEN","TGW_T1_T2","LZ_AEN","0.8","-0.68","159964096_1","159964096","2024-12-01"
"2024-10-02","1","QAEN","TGW_T1_T2","LZ_AEN","1.0","-0.68","143598361_1","143598361","2024-12-01"
"2024-10-02","1","QAEN","TGW_T1_T2","LZ_AEN","1.0","-0.68","143598363_1","143598363","2024-12-01"
"2024-10-02","1","QAEN","TGW_T1_T2","LZ_AEN","1.0","-0.68","159964095_1","159964095","2024-12-01"
"2024-10-02","1","QAEN","WEC_WECG1","LZ_AEN","1.0","3.08","136189828_1","136189828","2024-12-01"
"2024-10-02","1","QAEN","WEC_WECG1","LZ_AEN","1.0","3.08","143598374_1","143598374","2024-12-01"
"2024-10-02","1","QAEN","WEC_WECG1","LZ_AEN","1.0","3.08","159964097_1","159964097","2024-12-01"
"2024-10-02","1","QBTU","HB_NORTH","LZ_NORTH","55.2","-0.14","733","151731017","2024-12-01"
"2024-10-02","1","QBTU","HB_NORTH","LZ_NORTH","84.8","-0.14","734","177843101","2024-12-01"
"2024-10-02","1","QCPSE1","BRA_AVR1_CT2","LZ_CPS","0.0","0.01","119867033_1","119867033","2024-12-01"
"2024-10-02","1","QCPSE1","BRA_AVR1_CT2","LZ_CPS","0.8","0.01","119867033_2","119867033","2024-12-01"
"2024-10-02","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","0.0","0.01","119867032_1","119867032","2024-12-01"
"2024-10-02","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","0.0","0.01","119867034_1","119867034","2024-12-01"
"2024-10-02","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","2.0","0.01","119867032_2","119867032","2024-12-01"
"2024-10-02","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","3.0","0.01","119867034_2","119867034","2024-12-01"
"2024-10-02","1","QCPSE1","CALAVER_JKS1","LZ_CPS","0.0","0.09","119867035_1","119867035","2024-12-01"
"2024-10-02","1","QCPSE1","CALAVER_JKS1","LZ_CPS","0.0","0.09","119867035_2","119867035","2024-12-01"
"2024-10-02","1","QCPSE1","CALAVER_OWS1","LZ_CPS","0.0","0.04","151728519_1","151728519","2024-12-01"
"2024-10-02","1","QCPSE1","CALAVER_OWS1","LZ_CPS","0.0","0.04","151728532_1","151728532","2024-12-01"
"2024-10-02","1","QCPSE1","CALAVER_OWS1","LZ_CPS","0.1","0.04","151728519_2","151728519","2024-12-01"
"2024-10-02","1","QCPSE1","CALAVER_OWS1","LZ_CPS","0.1","0.04","151728532_2","151728532","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.0","0.28","143641229_1","143641229","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.0","0.28","143641252_1","143641252","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.0","0.28","143641292_1","143641292","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.0","0.28","160016864_1","160016864","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.0","0.28","169283868_1","169283868","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.0","0.28","169283896_1","169283896","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.0","0.28","177883083_1","177883083","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.0","0.28","177883112_1","177883112","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0.1","0.28","169283896_2","169283896","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","1.0","0.28","160016864_2","160016864","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","1.2","0.28","143641229_2","143641229","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","1.2","0.28","143641252_2","143641252","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","1.2","0.28","143641292_2","143641292","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","1.2","0.28","169283868_2","169283868","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","1.7","0.28","177883083_2","177883083","2024-12-01"
"2024-10-02","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","1.7","0.28","177883112_2","177883112","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.0","0.4","151728455_1","151728455","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.0","0.4","151728471_1","151728471","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.0","0.4","151728518_1","151728518","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.0","0.4","151728531_1","151728531","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.0","0.4","159960100_1","159960100","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.4","0.4","159960100_2","159960100","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.6","0.4","151728455_2","151728455","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.6","0.4","151728471_2","151728471","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.6","0.4","151728518_2","151728518","2024-12-01"
"2024-10-02","1","QCPSE1","GUADG_CCU1","LZ_CPS","0.6","0.4","151728531_2","151728531","2024-12-01"
"2024-10-02","1","QCPSE1","INDNENR_1_RN","LZ_CPS","0.2","-24.65","151785533_1","151785533","2024-12-01"
"2024-10-02","1","QCPSE1","INDNENR_1_RN","LZ_CPS","2.7","-24.65","129521697_1","129521697","2024-12-01"
"2024-10-02","1","QCPSE1","INDNENR_1_RN","LZ_CPS","4.2","-24.65","151785464_1","151785464","2024-12-01"
"2024-10-02","1","QCPSE1","INDNENR_1_RN","LZ_CPS","4.2","-24.65","151785538_1","151785538","2024-12-01"
"2024-10-02","1","QCPSE1","INDNENR_1_RN","LZ_CPS","4.2","-24.65","151785568_1","151785568","2024-12-01"
"2024-10-02","1","QCPSE1","INDNENR_1_RN","LZ_CPS","5.4","-24.65","129521623_1","129521623","2024-12-01"
"2024-10-02","1","QCPSE1","INDNENR_1_RN","LZ_CPS","6.4","-24.65","151785512_1","151785512","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.0","0.42","136206341_1","136206341","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.0","0.42","136206381_1","136206381","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.0","0.42","143641296_1","143641296","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.0","0.42","151785572_1","151785572","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.0","0.42","160016900_1","160016900","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.0","0.42","177883114_1","177883114","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.0","0.42","177883144_1","177883144","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.0","0.42","177883175_1","177883175","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.3","0.42","177883114_2","177883114","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.4","0.42","177883144_2","177883144","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.4","0.42","177883175_2","177883175","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.6","0.42","136206341_2","136206341","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.6","0.42","136206381_2","136206381","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.6","0.42","143641296_2","143641296","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.6","0.42","151785572_2","151785572","2024-12-01"
"2024-10-02","1","QCPSE1","LV1A_LV1B","LZ_CPS","0.6","0.42","160016900_2","160016900","2024-12-01"
"2024-10-02","1","QCPSE1","PAP1_PAP1","LZ_CPS","5.4","0.54","129521625_1","129521625","2024-12-01"
"2024-10-02","1","QCPSE1","PAP1_PAP1","LZ_CPS","5.4","0.54","143641254_1","143641254","2024-12-01"
"2024-10-02","1","QCPSE1","PAP1_PAP1","LZ_CPS","5.4","0.54","143641294_1","143641294","2024-12-01"
"2024-10-02","1","QCPSE1","PAP1_PAP1","LZ_CPS","5.4","0.54","160016865_1","160016865","2024-12-01"
"2024-10-02","1","QCPSE1","PAP1_PAP1","LZ_CPS","5.4","0.54","160016898_1","160016898","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","129521627_1","129521627","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","143641255_1","143641255","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","143641295_1","143641295","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","151785571_1","151785571","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","160016899_1","160016899","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","160016940_1","160016940","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","177883044_1","177883044","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","177883049_1","177883049","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","177883064_1","177883064","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","177883084_1","177883084","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","177883113_1","177883113","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","177883143_1","177883143","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.0","0.45","177883174_1","177883174","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.2","0.45","129521627_2","129521627","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.2","0.45","143641255_2","143641255","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.2","0.45","143641295_2","143641295","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.2","0.45","151785571_2","151785571","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.2","0.45","160016899_2","160016899","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.2","0.45","177883044_2","177883044","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.4","0.45","160016940_2","160016940","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.6","0.45","177883049_2","177883049","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.6","0.45","177883064_2","177883064","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.6","0.45","177883143_2","177883143","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.6","0.45","177883174_2","177883174","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.9","0.45","177883084_2","177883084","2024-12-01"
"2024-10-02","1","QCPSE1","PENA_ALL","LZ_CPS","0.9","0.45","177883113_2","177883113","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","136198491_1","136198491","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","136198497_1","136198497","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","143586232_1","143586232","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","151728454_1","151728454","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","151728470_1","151728470","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","151728530_1","151728530","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","159960090_1","159960090","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","177830169_1","177830169","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","177830189_1","177830189","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.0","0.49","177830210_1","177830210","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.2","0.49","143586232_2","143586232","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","0.5","0.49","177830169_2","177830169","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","1.1","0.49","151728530_2","151728530","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","1.4","0.49","159960090_2","159960090","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","2.1","0.49","151728470_2","151728470","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","2.9","0.49","136198491_2","136198491","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","2.9","0.49","136198497_2","136198497","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","3.5","0.49","151728454_2","151728454","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","3.6","0.49","177830189_2","177830189","2024-12-01"
"2024-10-02","1","QCPSE1","RIONOG_ST1","LZ_CPS","4.5","0.49","177830210_2","177830210","2024-12-01"
"2024-10-02","1","QCPSE1","STP_STP_G1","LZ_CPS","0.0","1.38","119853536_1","119853536","2024-12-01"
"2024-10-02","1","QCPSE1","STP_STP_G1","LZ_CPS","9.5","1.38","119853536_2","119853536","2024-12-01"
"2024-10-02","1","QCPSE1","STP_STP_G2","LZ_CPS","0.0","1.38","119853537_1","119853537","2024-12-01"
"2024-10-02","1","QCPSE1","STP_STP_G2","LZ_CPS","18.3","1.38","119853537_2","119853537","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.0","5.67","129521615_1","129521615","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.0","5.67","143641249_1","143641249","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.0","5.67","143641289_1","143641289","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.0","5.67","160016863_1","160016863","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.0","5.67","177883082_1","177883082","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.0","5.67","177883110_1","177883110","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.0","5.67","177883140_1","177883140","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.0","5.67","177883171_1","177883171","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.1","5.67","129521615_2","129521615","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.1","5.67","143641249_2","143641249","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.1","5.67","143641289_2","143641289","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.1","5.67","160016863_2","160016863","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.1","5.67","177883140_2","177883140","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.1","5.67","177883171_2","177883171","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.2","5.67","177883082_2","177883082","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","0.2","5.67","177883110_2","177883110","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","129521617_1","129521617","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","143641250_1","143641250","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","143641290_1","143641290","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","160016862_1","160016862","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","177883063_1","177883063","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","177883081_1","177883081","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","177883109_1","177883109","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","177883139_1","177883139","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","0.0","5.67","177883170_1","177883170","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.1","5.67","129521617_2","129521617","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.1","5.67","143641250_2","143641250","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.1","5.67","143641290_2","143641290","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.1","5.67","160016862_2","160016862","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.1","5.67","177883063_2","177883063","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.1","5.67","177883139_2","177883139","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.1","5.67","177883170_2","177883170","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.6","5.67","177883081_2","177883081","2024-12-01"
"2024-10-02","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.6","5.67","177883109_2","177883109","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","129521619_1","129521619","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","143641251_1","143641251","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","143641291_1","143641291","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","160016849_1","160016849","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","160016861_1","160016861","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","177883062_1","177883062","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","177883080_1","177883080","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","177883108_1","177883108","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","177883138_1","177883138","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.0","5.67","177883169_1","177883169","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.4","5.67","160016849_2","160016849","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","0.7","5.67","177883062_2","177883062","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","1.6","5.67","177883138_2","177883138","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","1.6","5.67","177883169_2","177883169","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","1.7","5.67","129521619_2","129521619","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","1.7","5.67","143641251_2","143641251","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","1.7","5.67","143641291_2","143641291","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","1.8","5.67","160016861_2","160016861","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","2.4","5.67","177883080_2","177883080","2024-12-01"
"2024-10-02","1","QCPSE1","SWTWN4_WND45","LZ_CPS","2.4","5.67","177883108_2","177883108","2024-12-01"
"2024-10-02","1","QGAR10","HB_NORTH","LZ_NORTH","66.0","-0.14","052","160028819","2024-12-01"
"2024-10-02","1","QGAR4","BORDAS_345","HB_SOUTH","10.0","-0.26","063","177883186","2024-12-01"
"2024-10-02","1","QGAR4","SLTFRK_UN1_2","HB_SOUTH","7.0","8.68","073","160017013","2024-12-01"
"2024-10-02","1","QGAR4","SLTFRK_UN1_2","HB_SOUTH","20.0","8.68","071","177883178","2024-12-01"
"2024-10-02","1","QGAR6","BORDAS_345","LZ_NORTH","2.0","-3.38","078","177828857","2024-12-01"
"2024-10-02","1","QGAR6","BORDAS_345","LZ_NORTH","3.0","-3.38","079","177828857","2024-12-01"
"2024-10-02","1","QGAR6","SLTFRK_UN1_2","LZ_NORTH","0.0","5.56","068","177828890","2024-12-01"
"2024-10-02","1","QGAR6","SLTFRK_UN1_2","LZ_NORTH","5.0","5.56","069","177828890","2024-12-01"
"2024-10-02","1","QGAR6","SLTFRK_UN1_2","LZ_NORTH","12.0","5.56","071","177828891","2024-12-01"
"2024-10-02","1","QGAR6","SSPURT_WIND1","LZ_NORTH","0.0","6.78","060","177828899","2024-12-01"
"2024-10-02","1","QGAR6","SSPURT_WIND1","LZ_NORTH","0.0","6.78","062","177828900","2024-12-01"
"2024-10-02","1","QGAR6","SSPURT_WIND1","LZ_NORTH","1.0","6.78","061","177828899","2024-12-01"
"2024-10-02","1","QGAR6","SSPURT_WIND1","LZ_NORTH","1.0","6.78","063","177828900","2024-12-01"
