"delivery_date","hour_ending","settlement_point","qse_name","energy_only_offer_mw1","energy_only_offer_price1","energy_only_offer_mw2","energy_only_offer_price2","energy_only_offer_mw3","energy_only_offer_price3","energy_only_offer_mw4","energy_only_offer_price4","energy_only_offer_mw5","energy_only_offer_price5","energy_only_offer_mw6","energy_only_offer_price6","energy_only_offer_mw7","energy_only_offer_price7","energy_only_offer_mw8","energy_only_offer_price8","energy_only_offer_mw9","energy_only_offer_price9","energy_only_offer_mw10","energy_only_offer_price10","energy_only_offer_id","multi_hour_block_indicator","block/curve_indicator","p_posted_date"
"2024-10-02","1","ANACACHO_ANA","QAUROR","0.5","-250.0","0.5","4999.0","1.0","5000.0",,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","ANACACHO_ANA","QGRIEQ","10.5","51.93",,,,,,,,,,,,,,,,,,,"c3o7re","N","C","2024-12-01"
"2024-10-02","1","ANCHOR_ALL","QDARBY","3.0","5.0",,,,,,,,,,,,,,,,,,,"T0004","N","V","2024-12-01"
"2024-10-02","1","APPALOSA_ALL","QAUROR","8.1","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","APPALOSA_ALL","QFPLE4","10.2","-38.26",,,,,,,,,,,,,,,,,,,"APL01","N","V","2024-12-01"
"2024-10-02","1","AQUI_ALL","QAMTRA","2.0","-25.0",,,,,,,,,,,,,,,,,,,"100","N","C","2024-12-01"
"2024-10-02","1","AQUI_ALL","QDARBY","3.0","5.0",,,,,,,,,,,,,,,,,,,"T0005","N","V","2024-12-01"
"2024-10-02","1","ASTRA_RN","QCORIO","6.1","30.0",,,,,,,,,,,,,,,,,,,"122799","N","V","2024-12-01"
"2024-10-02","1","ASTRA_RN","QPEBSE","1.5","21.5",,,,,,,,,,,,,,,,,,,"NTL01","N","V","2024-12-01"
"2024-10-02","1","ASTRA_RN","QPEBSE","2.0","23.2",,,,,,,,,,,,,,,,,,,"NTL08","N","V","2024-12-01"
"2024-10-02","1","ASTRA_RN","QPEBSE","2.0","24.06",,,,,,,,,,,,,,,,,,,"NTL03","N","V","2024-12-01"
"2024-10-02","1","ASTRA_RN","QPEBSE","2.0","26.0",,,,,,,,,,,,,,,,,,,"NTL11","N","V","2024-12-01"
"2024-10-02","1","AVIAT_ALL","QTENSK","74.6","-31.0",,,,,,,,,,,,,,,,,,,"AvWindDAEO","N","V","2024-12-01"
"2024-10-02","1","BAIRDWND_ALL","QDARBY","2.0","5.0",,,,,,,,,,,,,,,,,,,"T0008","N","V","2024-12-01"
"2024-10-02","1","BASTEN_CCU","QEDF34","315.0","14.0",,,,,,,,,,,,,,,,,,,"ETBAY001","Y","V","2024-12-01"
"2024-10-02","1","BATCAVE_RN","QAUROR","8.4","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","BATCAVE_RN","QMACQ","5.0","0.45",,,,,,,,,,,,,,,,,,,"45","N","V","2024-12-01"
"2024-10-02","1","BCATWD_WD_1","QAUROR","8.4","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","BCATWD_WD_1","QCOMIT","1.3","-250.0",,,,,,,,,,,,,,,,,,,"222855059","N","V","2024-12-01"
"2024-10-02","1","BCATWD_WD_1","QGRIEQ","5.1","58.54",,,,,,,,,,,,,,,,,,,"wrcjcq","N","C","2024-12-01"
"2024-10-02","1","BLSMT1_5_A_6","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855060","N","V","2024-12-01"
"2024-10-02","1","BLSMT1_5_A_6","QFPLE4","51.4","-38.27",,,,,,,,,,,,,,,,,,,"BS01","N","V","2024-12-01"
"2024-10-02","1","BOARDCRK_ALL","QSUE50","36.0","25.2","71.0","29.84",,,,,,,,,,,,,,,,,"LS45567","N","C","2024-12-01"
"2024-10-02","1","BORDAS_345","QFPLE4","6.6","-37.0",,,,,,,,,,,,,,,,,,,"JV201","N","V","2024-12-01"
"2024-10-02","1","BORDAS_345","QGAR1","2.0","-32.0",,,,,,,,,,,,,,,,,,,"005","N","V","2024-12-01"
"2024-10-02","1","BORDAS_345","QINCOM","3.8","-0.2",,,,,,,,,,,,,,,,,,,"HubsV5_1","N","C","2024-12-01"
"2024-10-02","1","BORDAS_345","QSTEC","0.0","-35.0","25.0","-34.0",,,,,,,,,,,,,,,,,"100224","N","C","2024-12-01"
"2024-10-02","1","BRANDON_RN","QQDTT","1.0","15.07","1.0","16.57","1.0","18.08",,,,,,,,,,,,,,,"0216-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","BRAZ_WND_ALL","QGRIEQ","5.9","58.54",,,,,,,,,,,,,,,,,,,"vriwho","N","C","2024-12-01"
"2024-10-02","1","BRAZ_WND_ALL","QNABLA","1.4","2.52",,,,,,,,,,,,,,,,,,,"t311892","N","V","2024-12-01"
"2024-10-02","1","BRAZ_WND_ALL","QQDTT","1.0","9.24","1.0","10.17","1.0","11.09",,,,,,,,,,,,,,,"0255-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","BRISCOE_WIND","QGRIEQ","5.1","18.16",,,,,,,,,,,,,,,,,,,"2e95m5","N","C","2024-12-01"
"2024-10-02","1","BRP_PBL1_RN","QQDTT","1.0","20.63","1.0","22.7","1.0","24.76",,,,,,,,,,,,,,,"0292-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","BRP_PBL2_RN","QQDTT","1.0","20.63","1.0","22.7","1.0","24.76",,,,,,,,,,,,,,,"0306-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","BRTSW_BCW1","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855061","N","V","2024-12-01"
"2024-10-02","1","BRTSW_BCW1","QDARBY","1.0","5.0",,,,,,,,,,,,,,,,,,,"T0011","N","V","2024-12-01"
"2024-10-02","1","BSS_U1","QQDTT","1.0","14.07","1.0","15.47","1.0","16.88",,,,,,,,,,,,,,,"0348-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","BUCHAN_ALL","QAUROR","5.1","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","BUCHAN_ALL","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855062","N","V","2024-12-01"
"2024-10-02","1","BUCHAN_ALL","QHEBER","2.1","26.1",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","BUFF_GAP_ALL","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855063","N","V","2024-12-01"
"2024-10-02","1","BUFF_GAP_ALL","QGRIEQ","46.7","22.73",,,,,,,,,,,,,,,,,,,"08orzd","N","C","2024-12-01"
"2024-10-02","1","BULLCRK_1_2","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855064","N","V","2024-12-01"
"2024-10-02","1","BULLCRK_1_2","QQDTT","1.0","13.63","1.0","15.0","1.0","16.36",,,,,,,,,,,,,,,"0370-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","BYU_PUN3","QQDTT","1.0","14.04","1.0","15.44","1.0","16.85",,,,,,,,,,,,,,,"0405-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","CABEZON_ALL","QTENSK","43.2","-25.0",,,,,,,,,,,,,,,,,,,"RioBDAOpt","N","V","2024-12-01"
"2024-10-02","1","CAMWIND_RN","QGRIEQ","1.6","25.04",,,,,,,,,,,,,,,,,,,"i34mt9","N","C","2024-12-01"
"2024-10-02","1","CAPRIDGE_ALL","QFPLE4","16.7","-39.73",,,,,,,,,,,,,,,,,,,"CAP02","N","V","2024-12-01"
"2024-10-02","1","CAPRIDGE_ALL","QFPLE4","17.4","-39.79",,,,,,,,,,,,,,,,,,,"CAP04","N","V","2024-12-01"
"2024-10-02","1","CAPRIDGE_ALL","QFPLE4","19.3","-39.79",,,,,,,,,,,,,,,,,,,"CAP03","N","V","2024-12-01"
"2024-10-02","1","CAPRIDGE_ALL","QFPLE4","27.8","-39.79",,,,,,,,,,,,,,,,,,,"CAP01","N","V","2024-12-01"
"2024-10-02","1","CARBN_BSP_1","QQDTT","1.0","18.49","1.0","20.34","1.0","22.19",,,,,,,,,,,,,,,"0490-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","CATARINA_B1","QQDTT","1.0","20.49","1.0","22.54","1.0","24.59",,,,,,,,,,,,,,,"0502-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","CBEC_ALL","QAUROR","0.5","-250.0","0.5","4999.0","1.0","5000.0",,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","CBY4_ALL","QNRGT4","230.0","23.5",,,,,,,,,,,,,,,,,,,"42300364","Y","F","2024-12-01"
"2024-10-02","1","CCEC_GT1","QCALP","25.0","0.0",,,,,,,,,,,,,,,,,,,"000041","N","V","2024-12-01"
"2024-10-02","1","CEDROHI_CHW1","QQDTT","1.0","7.51","1.0","8.26","1.0","9.01",,,,,,,,,,,,,,,"0530-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QSUE72","30.0","100.0","60.0","190.0",,,,,,,,,,,,,,,,,"CF45567","N","C","2024-12-01"
"2024-10-02","1","CHALUP_ALL","QTENSK","0.0","-0.01","1.1","0.0",,,,,,,,,,,,,,,,,"APULAHC_DAM","N","C","2024-12-01"
"2024-10-02","1","CHE_PUN2","QQDTT","1.0","14.02","1.0","15.42","1.0","16.83",,,,,,,,,,,,,,,"0582-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","CN_BRKS_UNT1","QCORIO","15.8","30.0",,,,,,,,,,,,,,,,,,,"122800","N","V","2024-12-01"
"2024-10-02","1","CN_BRKS_UNT1","QDARBY","3.0","5.0",,,,,,,,,,,,,,,,,,,"T0015","N","V","2024-12-01"
"2024-10-02","1","CN_BRKS_UNT1","QGRIEQ","7.7","18.16",,,,,,,,,,,,,,,,,,,"69zp8o","N","C","2024-12-01"
"2024-10-02","1","CN_BRKS_UNT1","QTENSK","126.0","21.53",,,,,,,,,,,,,,,,,,,"241002CB1EOO","N","V","2024-12-01"
"2024-10-02","1","CORAZON_RN","QQDTT","1.0","-5.26","1.0","-4.73","1.0","-4.21",,,,,,,,,,,,,,,"0600-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","COTPLNS_RN","QGRIEQ","7.4","18.16",,,,,,,,,,,,,,,,,,,"rht5tu","N","C","2024-12-01"
"2024-10-02","1","CRANELL_ALL","QALGON","1.3","23.49",,,,,,,,,,,,,,,,,,,"241002LICR2","N","V","2024-12-01"
"2024-10-02","1","CRANELL_ALL","QALGON","2.7","0.0",,,,,,,,,,,,,,,,,,,"241002LICR1","N","V","2024-12-01"
"2024-10-02","1","CRANELL_ALL","QALGON","3.0","26.63",,,,,,,,,,,,,,,,,,,"241002LICR3","N","V","2024-12-01"
"2024-10-02","1","CSC_CSECG1_2","QGRIEQ","7.1","58.54",,,,,,,,,,,,,,,,,,,"pjnns7","N","C","2024-12-01"
"2024-10-02","1","CSC_CSECG1_2","QNABLA","1.4","5.17",,,,,,,,,,,,,,,,,,,"t311889","N","V","2024-12-01"
"2024-10-02","1","CSC_CSECG1_2","QTRREN","1.9","-0.6",,,,,,,,,,,,,,,,,,,"222853122","N","V","2024-12-01"
"2024-10-02","1","CSC_CSECG1_2","QTRREN","1.9","-2.81",,,,,,,,,,,,,,,,,,,"222853124","N","V","2024-12-01"
"2024-10-02","1","CSC_CSECG1_2","QTRREN","1.9","1.64",,,,,,,,,,,,,,,,,,,"222853123","N","V","2024-12-01"
"2024-10-02","1","CSC_CSECG1_2","QTRREN","1.9","3.88",,,,,,,,,,,,,,,,,,,"222853121","N","V","2024-12-01"
"2024-10-02","1","CVC_CVC_G2","QEDE21","103.0","0.01",,,,,,,,,,,,,,,,,,,"ESCVY002-J02","N","V","2024-12-01"
"2024-10-02","1","CVC_CVC_G3","QEDE21","65.0","0.01",,,,,,,,,,,,,,,,,,,"ESCVY004-J04","N","V","2024-12-01"
"2024-10-02","1","DC_N","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855068","N","V","2024-12-01"
"2024-10-02","1","DC_N","QTEAI2","70.0","1.0",,,,,,,,,,,,,,,,,,,"tx1","Y","F","2024-12-01"
"2024-10-02","1","DERMOTT_ALL","QORSTE","10.0","15.05",,,,,,,,,,,,,,,,,,,"222892968","N","V","2024-12-01"
"2024-10-02","1","DERMOTT_ALL","QORSTE","7.0","18.55",,,,,,,,,,,,,,,,,,,"222892975","N","V","2024-12-01"
"2024-10-02","1","ECLIPSE_UN1","QGRIEQ","3.7","51.93",,,,,,,,,,,,,,,,,,,"otx4nv","N","C","2024-12-01"
"2024-10-02","1","ELECTRAW_1_2","QDARBY","4.0","5.0",,,,,,,,,,,,,,,,,,,"T0020","N","V","2024-12-01"
"2024-10-02","1","ELECTRAW_1_2","QORSTE","11.0","18.55",,,,,,,,,,,,,,,,,,,"222892974","N","V","2024-12-01"
"2024-10-02","1","ELECTRAW_1_2","QORSTE","15.0","15.05",,,,,,,,,,,,,,,,,,,"222892967","N","V","2024-12-01"
"2024-10-02","1","EXGNSND_RN","QCOMIT","1.3","-250.0",,,,,,,,,,,,,,,,,,,"222855075","N","V","2024-12-01"
"2024-10-02","1","E_BLACK_RN","QAUROR","8.4","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","FERGCC_GT1_1","QAUROR","8.4","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","FERGCC_GT1_1","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855077","N","V","2024-12-01"
"2024-10-02","1","FERGCC_GT2_3","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855078","N","V","2024-12-01"
"2024-10-02","1","FERGCC_ST1_5","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855079","N","V","2024-12-01"
"2024-10-02","1","FERMI_ALL","QAUROR","4.8","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","FERMI_ALL","QGRIEQ","14.9","51.93",,,,,,,,,,,,,,,,,,,"7ixm78","N","C","2024-12-01"
"2024-10-02","1","FERMI_ALL","QQDTT","1.0","16.3","1.0","17.93","1.0","19.56",,,,,,,,,,,,,,,"0783-YG-P_OP","N","C","2024-12-01"
"2024-10-02","1","FERMI_ALL","QTENSK","17.9","0.0",,,,,,,,,,,,,,,,,,,"RockDAOpt","N","V","2024-12-01"
"2024-10-02","1","FERMI_ALL","QTHORD","3.0","5.0",,,,,,,,,,,,,,,,,,,"11","N","V","2024-12-01"
"2024-10-02","1","FLCNS_UNIT1","QAUROR","6.9","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","FLCNS_UNIT1","QGRIEQ","2.4","58.54",,,,,,,,,,,,,,,,,,,"09puhr","N","C","2024-12-01"
"2024-10-02","1","FLCNS_UNIT2","QGRIEQ","2.4","58.54",,,,,,,,,,,,,,,,,,,"ar75t2","N","C","2024-12-01"
"2024-10-02","1","FLCNS_UNIT3","QGRIEQ","2.4","58.54",,,,,,,,,,,,,,,,,,,"ryw905","N","C","2024-12-01"
"2024-10-02","1","FLTCK_SSI","QTENSK","13.5","-10.0",,,,,,,,,,,,,,,,,,,"SStarDAOpt","N","V","2024-12-01"
"2024-10-02","1","FOARDCTY_ALL","QDARBY","3.0","5.0",,,,,,,,,,,,,,,,,,,"T0024","N","V","2024-12-01"
"2024-10-02","1","FOXTROT_ALL","QORSTE","6.0","18.55",,,,,,,,,,,,,,,,,,,"222892977","N","V","2024-12-01"
"2024-10-02","1","FOXTROT_ALL","QORSTE","7.0","15.05",,,,,,,,,,,,,,,,,,,"222892970","N","V","2024-12-01"
"2024-10-02","1","FTWIND_UNIT1","QDARBY","3.0","5.0",,,,,,,,,,,,,,,,,,,"T0026","N","V","2024-12-01"
"2024-10-02","1","GOODNIT1_ALL","QDARBY","2.0","5.0",,,,,,,,,,,,,,,,,,,"T0027","N","V","2024-12-01"
"2024-10-02","1","GOODNIT1_ALL","QTENSK","59.0","-20.0",,,,,,,,,,,,,,,,,,,"Gn1WdDAEO","N","V","2024-12-01"
"2024-10-02","1","GPASTURE_ALL","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855085","N","V","2024-12-01"
"2024-10-02","1","GPASTURE_ALL","QHEBER","5.4","24.0",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","GRANDVW1_A_B","QDARBY","4.0","5.0",,,,,,,,,,,,,,,,,,,"T0029","N","V","2024-12-01"
"2024-10-02","1","GRANDVW1_A_B","QGRIEQ","1.8","-13.73",,,,,,,,,,,,,,,,,,,"8jxplt","N","C","2024-12-01"
"2024-10-02","1","GRANDVW1_A_B","QGRIEQ","13.2","18.16",,,,,,,,,,,,,,,,,,,"n4f5j7","N","C","2024-12-01"
"2024-10-02","1","GRIF_TRL_RN","QDARBY","2.0","5.0",,,,,,,,,,,,,,,,,,,"T0030","N","V","2024-12-01"
"2024-10-02","1","GRSES_UNIT1","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855086","N","V","2024-12-01"
"2024-10-02","1","GRSES_UNIT1","QGRIEQ","7.7","58.54",,,,,,,,,,,,,,,,,,,"6b3q2q","N","C","2024-12-01"
"2024-10-02","1","GRSES_UNIT2","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855087","N","V","2024-12-01"
"2024-10-02","1","GUNMTN_NODE","QDARBY","1.0","5.0",,,,,,,,,,,,,,,,,,,"T0031","N","V","2024-12-01"
"2024-10-02","1","GUNMTN_NODE","QGRIEQ","3.8","58.54",,,,,,,,,,,,,,,,,,,"ho78xh","N","C","2024-12-01"
"2024-10-02","1","GUNMTN_NODE","QTRREN","2.8","101.21",,,,,,,,,,,,,,,,,,,"222853128","N","V","2024-12-01"
"2024-10-02","1","GUNMTN_NODE","QTRREN","2.8","103.49",,,,,,,,,,,,,,,,,,,"222853127","N","V","2024-12-01"
"2024-10-02","1","GUNMTN_NODE","QTRREN","2.8","105.68",,,,,,,,,,,,,,,,,,,"222853125","N","V","2024-12-01"
"2024-10-02","1","GUNMTN_NODE","QTRREN","2.8","107.92",,,,,,,,,,,,,,,,,,,"222853126","N","V","2024-12-01"
"2024-10-02","1","GWEC_G1","QAUROR","8.4","-250.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","GWEC_G1","QCOMIT","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222855088","N","V","2024-12-01"
"2024-10-02","1","GWEC_G1","QDARBY","1.0","5.0",,,,,,,,,,,,,,,,,,,"T0032","N","V","2024-12-01"
"2024-10-02","1","GWEC_G1","QHEBER","5.9","26.1",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","GWEC_G1","QTRREN","5.8","26.36",,,,,,,,,,,,,,,,,,,"222853131","N","V","2024-12-01"
"2024-10-02","1","GWEC_G1","QTRREN","5.8","28.61",,,,,,,,,,,,,,,,,,,"222853130","N","V","2024-12-01"
"2024-10-02","1","GWEC_G1","QTRREN","5.8","30.86",,,,,,,,,,,,,,,,,,,"222853129","N","V","2024-12-01"
"2024-10-02","1","GWEC_G1","QTRREN","5.8","33.13",,,,,,,,,,,,,,,,,,,"222853132","N","V","2024-12-01"
"2024-10-02","1","HB_BUSAVG","QINCOM","15.4","3.4",,,,,,,,,,,,,,,,,,,"HubsV5_1","N","C","2024-12-01"
"2024-10-02","1","HB_BUSAVG","QMEA","50.0","29.67",,,,,,,,,,,,,,,,,,,"GT1","N","V","2024-12-01"
"2024-10-02","1","HB_BUSAVG","QWOLFP","1.0","11.5",,,,,,,,,,,,,,,,,,,"00I231","N","C","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QALTRE","1.0","2.0",,,,,,,,,,,,,,,,,,,"uploader","N","C","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QATPWR","150.0","1.0",,,,,,,,,,,,,,,,,,,"HNite","Y","F","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QCITAD","75.0","30.0",,,,,,,,,,,,,,,,,,,"105423","N","F","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QECNR","0.0","10.01","1.0","11.82","1.0","14.82","1.0","15.28","1.0","15.97","1.0","16.78","1.0","17.69",,,,,,,"1238","N","C","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QLUMN","5.0","21.48",,,,,,,,,,,,,,,,,,,"77500218","N","C","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QMACQ","1.0","1900.0",,,,,,,,,,,,,,,,,,,"RF28","N","V","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QMIDAE","46.0","0.01",,,,,,,,,,,,,,,,,,,"20241002HOUS","N","F","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QSPANS","5.0","19.4",,,,,,,,,,,,,,,,,,,"1539279","N","V","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QSPARK","5.0","1.0",,,,,,,,,,,,,,,,,,,"IW-93139c628","N","V","2024-12-01"
"2024-10-02","1","HB_HOUSTON","QTRREN","14.0","0.0",,,,,,,,,,,,,,,,,,,"222855871","N","V","2024-12-01"
"2024-10-02","1","HB_HUBAVG","QAMPL1","1.0","-250.0",,,,,,,,,,,,,,,,,,,"222856304","N","V","2024-12-01"
"2024-10-02","1","HB_HUBAVG","QMEA","50.0","29.67",,,,,,,,,,,,,,,,,,,"GT25","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QBPEC","59.7","20.84",,,,,,,,,,,,,,,,,,,"CRM8","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QCITAD","100.0","23.0",,,,,,,,,,,,,,,,,,,"105433","Y","F","2024-12-01"
"2024-10-02","1","HB_NORTH","QECNR","0.0","9.87","1.0","11.76","1.0","14.63","1.0","15.21","1.0","15.82","1.0","16.47","1.0","17.57",,,,,,,"1238","N","C","2024-12-01"
"2024-10-02","1","HB_NORTH","QGAR6","75.0","0.0",,,,,,,,,,,,,,,,,,,"001","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QGAR8","14.0","0.01",,,,,,,,,,,,,,,,,,,"001","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QGAR8","5.0","0.01",,,,,,,,,,,,,,,,,,,"005","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QGAR9","2.0","0.01",,,,,,,,,,,,,,,,,,,"001","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QGEUS","20.0","1.0",,,,,,,,,,,,,,,,,,,"003","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QHANW1","0.3","0.1","0.6","0.2","0.9","0.3","1.2","0.4",,,,,,,,,,,,,"ONHB45567","N","C","2024-12-01"
"2024-10-02","1","HB_NORTH","QINCOM","11.2","-0.9",,,,,,,,,,,,,,,,,,,"HubsV5_1","N","C","2024-12-01"
"2024-10-02","1","HB_NORTH","QJUSTL","5.0","0.0",,,,,,,,,,,,,,,,,,,"7X8FIN","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QLUMN","220.0","18.95",,,,,,,,,,,,,,,,,,,"STM1","Y","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QMACQ","1.0","1900.0",,,,,,,,,,,,,,,,,,,"RF28","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QMAGNO","25.0","20.0",,,,,,,,,,,,,,,,,,,"1stsell","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QMEA","150.0","117.0",,,,,,,,,,,,,,,,,,,"WH1","Y","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QMEA","50.0","20.0",,,,,,,,,,,,,,,,,,,"GA2","Y","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QMEA","50.0","21.0",,,,,,,,,,,,,,,,,,,"GA1","Y","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QMIDAE","26.0","0.01",,,,,,,,,,,,,,,,,,,"20241002NORT","N","F","2024-12-01"
"2024-10-02","1","HB_NORTH","QMITSU","100.0","29.09",,,,,,,,,,,,,,,,,,,"dh_o_virt","N","V","2024-12-01"
"2024-10-02","1","HB_NORTH","QMITX6","1.7","1.0",,,,,,,,,,,,,,,,,,,"100224HBNEO","N","V","2024-12-01"
