"delivery_date","hour_ending","settlement_point","qse_name","energy_only_bid_mw1","energy_only_bid_price1","energy_only_bid_mw2","energy_only_bid_price2","energy_only_bid_mw3","energy_only_bid_price3","energy_only_bid_mw4","energy_only_bid_price4","energy_only_bid_mw5","energy_only_bid_price5","energy_only_bid_mw6","energy_only_bid_price6","energy_only_bid_mw7","energy_only_bid_price7","energy_only_bid_mw8","energy_only_bid_price8","energy_only_bid_mw9","energy_only_bid_price9","energy_only_bid_mw10","energy_only_bid_price10","energy_only_bid_id","multi_hour_block_indicator","block/curve_indicator","p_posted_date"
"2024-10-02","1","AZ_ALL","QPEBSE","3.0","15.4",,,,,,,,,,,,,,,,,,,"NTL04","N","V","2024-12-01"
"2024-10-02","1","AZ_ALL","QPEBSE","3.0","16.7",,,,,,,,,,,,,,,,,,,"NTL06","N","V","2024-12-01"
"2024-10-02","1","AZ_ALL","QPEBSE","3.0","20.7",,,,,,,,,,,,,,,,,,,"NTL03","N","V","2024-12-01"
"2024-10-02","1","AZ_ALL","QPEBSE","4.5","11.8",,,,,,,,,,,,,,,,,,,"NTL08","N","V","2024-12-01"
"2024-10-02","1","AZ_ALL","QPEBSE","4.5","13.9",,,,,,,,,,,,,,,,,,,"NTL07","N","V","2024-12-01"
"2024-10-02","1","AZ_ALL","QPEBSE","4.5","14.8",,,,,,,,,,,,,,,,,,,"NTL05","N","V","2024-12-01"
"2024-10-02","1","AZ_ALL","QPEBSE","9.0","6.4",,,,,,,,,,,,,,,,,,,"NTL02","N","V","2024-12-01"
"2024-10-02","1","AZ_ALL","QPEBSE","9.0","8.88",,,,,,,,,,,,,,,,,,,"NTL12","N","V","2024-12-01"
"2024-10-02","1","BARROW_ALL","QCWPE2","3.2","147.81",,,,,,,,,,,,,,,,,,,"TtDtLM1v","N","C","2024-12-01"
"2024-10-02","1","BARROW_ALL","QPEBSE","2.0","15.8",,,,,,,,,,,,,,,,,,,"NTL03","N","V","2024-12-01"
"2024-10-02","1","BARROW_ALL","QPEBSE","2.0","19.7",,,,,,,,,,,,,,,,,,,"NTL08","N","V","2024-12-01"
"2024-10-02","1","BARROW_ALL","QPEBSE","3.0","18.7",,,,,,,,,,,,,,,,,,,"NTL02","N","V","2024-12-01"
"2024-10-02","1","BARROW_ALL","QPEBSE","3.0","22.7",,,,,,,,,,,,,,,,,,,"NTL12","N","V","2024-12-01"
"2024-10-02","1","BATCAVE_RN","QSNDA3","1.0","-150.0","5.0","-200.0","15.0","-240.0",,,,,,,,,,,,,,,"AYeb002","N","C","2024-12-01"
"2024-10-02","1","BBREEZE_1_2","QZANDY","1.0","-24.28",,,,,,,,,,,,,,,,,,,"ABS1","N","V","2024-12-01"
"2024-10-02","1","BBREEZE_1_2","QZANDY","1.0","-26.28",,,,,,,,,,,,,,,,,,,"ABS2","N","V","2024-12-01"
"2024-10-02","1","BBREEZE_1_2","QZANDY","1.0","-28.28",,,,,,,,,,,,,,,,,,,"ABS3","N","V","2024-12-01"
"2024-10-02","1","BBREEZE_1_2","QZANDY","1.0","-30.28",,,,,,,,,,,,,,,,,,,"ABS4","N","V","2024-12-01"
"2024-10-02","1","BBREEZE_1_2","QZANDY","1.0","-32.26",,,,,,,,,,,,,,,,,,,"ABS6","N","V","2024-12-01"
"2024-10-02","1","BBREEZE_1_2","QZANDY","2.0","-150.08",,,,,,,,,,,,,,,,,,,"ABS5","N","V","2024-12-01"
"2024-10-02","1","BBREEZE_1_2","QZANDY","6.0","-196.08",,,,,,,,,,,,,,,,,,,"ABS7","N","V","2024-12-01"
"2024-10-02","1","BCATWD_WD_1","QGRIEQ","9.1","58.54",,,,,,,,,,,,,,,,,,,"w38rw1","N","C","2024-12-01"
"2024-10-02","1","BCATWD_WD_1","QSTAN4","1.0","250.0",,,,,,,,,,,,,,,,,,,"xDjCGMKnt0H5","N","C","2024-12-01"
"2024-10-02","1","BLSMT1_5_A_6","QSTAN4","1.0","250.0",,,,,,,,,,,,,,,,,,,"KaOUwnkxCpDH","N","C","2024-12-01"
"2024-10-02","1","BOOTLEG_UN1","QAUROR","8.4","5000.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","BOOTLEG_UN1","QCWPE2","3.2","135.7",,,,,,,,,,,,,,,,,,,"fPrEH9BX","N","C","2024-12-01"
"2024-10-02","1","BOOTLEG_UN1","QHEBER","3.3","56.3",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","BORDAS_345","QHEBER","16.8","26.7",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","BORDAS_345","QSTAN4","1.0","250.0",,,,,,,,,,,,,,,,,,,"Y1Zh2vmsx5Ls","N","C","2024-12-01"
"2024-10-02","1","BORDAS_345","QTWIGR","1.0","100.0",,,,,,,,,,,,,,,,,,,"534fbbba398f","N","V","2024-12-01"
"2024-10-02","1","BRANDON_RN","QSNDA3","1.0","-150.0","5.0","-200.0","25.0","-240.0",,,,,,,,,,,,,,,"AYeb005","N","C","2024-12-01"
"2024-10-02","1","BRAZ_WND_ALL","QAUROR","2.5","5000.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","BRAZ_WND_ALL","QGRIEQ","10.4","58.54",,,,,,,,,,,,,,,,,,,"caoo8c","N","C","2024-12-01"
"2024-10-02","1","BRAZ_WND_ALL","QSTAN4","1.0","250.0",,,,,,,,,,,,,,,,,,,"I5A2HXf16hf4","N","C","2024-12-01"
"2024-10-02","1","BRAZ_WND_ALL","QTWIGR","1.0","100.0",,,,,,,,,,,,,,,,,,,"534fbbba398f","N","V","2024-12-01"
"2024-10-02","1","BRISCOE_WIND","QGRIEQ","5.1","-13.73",,,,,,,,,,,,,,,,,,,"tlefxx","N","C","2024-12-01"
"2024-10-02","1","BRP_PBL1_RN","QPEBSE","2.0","11.6",,,,,,,,,,,,,,,,,,,"NTL03","N","V","2024-12-01"
"2024-10-02","1","BRP_PBL1_RN","QPEBSE","2.0","12.76",,,,,,,,,,,,,,,,,,,"NTL02","N","V","2024-12-01"
"2024-10-02","1","BRP_PBL1_RN","QPEBSE","2.0","13.8",,,,,,,,,,,,,,,,,,,"NTL07","N","V","2024-12-01"
"2024-10-02","1","BRP_PBL1_RN","QPEBSE","2.0","15.8",,,,,,,,,,,,,,,,,,,"NTL08","N","V","2024-12-01"
"2024-10-02","1","BRP_PBL1_RN","QPEBSE","2.0","18.7",,,,,,,,,,,,,,,,,,,"NTL01","N","V","2024-12-01"
"2024-10-02","1","BRP_PBL1_RN","QPEBSE","2.0","26.88",,,,,,,,,,,,,,,,,,,"NTL12","N","V","2024-12-01"
"2024-10-02","1","BRP_PBL1_RN","QPEBSE","4.0","6.9",,,,,,,,,,,,,,,,,,,"NTL05","N","V","2024-12-01"
"2024-10-02","1","BRTSW_BCW1","QZANDY","1.0","-68.0",,,,,,,,,,,,,,,,,,,"ABS10","N","V","2024-12-01"
"2024-10-02","1","BRTSW_BCW1","QZANDY","1.0","-88.0",,,,,,,,,,,,,,,,,,,"ABS9","N","V","2024-12-01"
"2024-10-02","1","BUFF_GAP_ALL","QGRIEQ","46.7","22.73",,,,,,,,,,,,,,,,,,,"h8duap","N","C","2024-12-01"
"2024-10-02","1","BULLCRK_1_2","QCWPE2","3.2","51.1",,,,,,,,,,,,,,,,,,,"K6xNuPHe","N","C","2024-12-01"
"2024-10-02","1","BULLCRK_1_2","QGRAN3","3.5","20.12",,,,,,,,,,,,,,,,,,,"UoNvsb67VQ","N","V","2024-12-01"
"2024-10-02","1","BULLCRK_1_2","QGRAN3","3.5","23.14",,,,,,,,,,,,,,,,,,,"L19TGR00y","N","V","2024-12-01"
"2024-10-02","1","BULLCRK_1_2","QGRAN3","3.5","23.98",,,,,,,,,,,,,,,,,,,"MHVw8V6pE","N","V","2024-12-01"
"2024-10-02","1","BULLCRK_1_2","QGRAN3","3.5","26.21",,,,,,,,,,,,,,,,,,,"5C6O9f0D0t","N","V","2024-12-01"
"2024-10-02","1","BULLCRK_1_2","QZANDY","4.7","-29.88",,,,,,,,,,,,,,,,,,,"GZ03","N","V","2024-12-01"
"2024-10-02","1","CABEZON_ALL","QHEBER","8.9","26.7",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","CALAVER_OWS2","QGRAN3","3.5","25.2",,,,,,,,,,,,,,,,,,,"sCOVixu8mu","N","V","2024-12-01"
"2024-10-02","1","CALAVER_OWS2","QGRAN3","4.2","24.55",,,,,,,,,,,,,,,,,,,"aXPDvlzIUT","N","V","2024-12-01"
"2024-10-02","1","CALAVER_OWS2","QGRAN3","4.6","23.97",,,,,,,,,,,,,,,,,,,"2sNTyGNYPZ","N","V","2024-12-01"
"2024-10-02","1","CALAVER_OWS2","QGRAN3","4.9","23.41",,,,,,,,,,,,,,,,,,,"eCihhrVdRR","N","V","2024-12-01"
"2024-10-02","1","CALAVER_OWS2","QGRAN3","5.2","22.84",,,,,,,,,,,,,,,,,,,"iVosF7y5E6","N","V","2024-12-01"
"2024-10-02","1","CALAVER_OWS2","QGRAN3","5.6","22.3",,,,,,,,,,,,,,,,,,,"DSX4oWUGzh","N","V","2024-12-01"
"2024-10-02","1","CALAVER_OWS2","QGRAN3","6.0","21.25",,,,,,,,,,,,,,,,,,,"TrJFatvC8A","N","V","2024-12-01"
"2024-10-02","1","CALAVER_OWS2","QGRAN3","6.0","21.74",,,,,,,,,,,,,,,,,,,"jH9deJmV3","N","V","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QAUROR","8.4","5000.0",,,,,,,,,,,,,,,,,,,"55dd3af0-c73","N","C","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QPEBSE","2.0","14.9",,,,,,,,,,,,,,,,,,,"NTL04","N","V","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QPEBSE","2.0","21.7",,,,,,,,,,,,,,,,,,,"NTL02","N","V","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QPEBSE","2.0","8.8",,,,,,,,,,,,,,,,,,,"NTL03","N","V","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QPEBSE","3.0","12.7",,,,,,,,,,,,,,,,,,,"NTL01","N","V","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QPEBSE","3.0","13.5",,,,,,,,,,,,,,,,,,,"NTL06","N","V","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QPEBSE","3.0","15.4",,,,,,,,,,,,,,,,,,,"NTL05","N","V","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QPEBSE","4.0","11.87",,,,,,,,,,,,,,,,,,,"NTL07","N","V","2024-12-01"
"2024-10-02","1","CALHOUN_ALL","QPEBSE","6.0","8.88",,,,,,,,,,,,,,,,,,,"NTL12","N","V","2024-12-01"
"2024-10-02","1","CAMWIND_RN","QGRIEQ","1.6","25.04",,,,,,,,,,,,,,,,,,,"qcfq5h","N","C","2024-12-01"
"2024-10-02","1","CAMWIND_RN","QHEBER","6.2","26.6",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","CAMWIND_RN","QTWIGR","1.0","100.0",,,,,,,,,,,,,,,,,,,"534fbbba398f","N","V","2024-12-01"
"2024-10-02","1","CANYONWD_ALL","QMACE1","2.0","399.69",,,,,,,,,,,,,,,,,,,"dlb69","N","V","2024-12-01"
"2024-10-02","1","CAPRIDG4_CR4","QCOMIT","1.6","3000.0",,,,,,,,,,,,,,,,,,,"222855065","N","V","2024-12-01"
"2024-10-02","1","CARBN_BSP_1","QZANDY","1.0","-72.0",,,,,,,,,,,,,,,,,,,"ABS7","N","V","2024-12-01"
"2024-10-02","1","CARBN_BSP_1","QZANDY","1.0","-96.0",,,,,,,,,,,,,,,,,,,"ABS8","N","V","2024-12-01"
"2024-10-02","1","CARBN_BSP_1","QZANDY","12.0","-238.0",,,,,,,,,,,,,,,,,,,"ABS10","N","V","2024-12-01"
"2024-10-02","1","CARBN_BSP_1","QZANDY","2.0","-172.0",,,,,,,,,,,,,,,,,,,"ABS1","N","V","2024-12-01"
"2024-10-02","1","CASL_GAP_UN1","QHEBER","5.2","56.3",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","CASL_GAP_UN1","QSNDA3","5.0","35.0","10.0","20.0","250.0","-245.0","500.0","-250.0",,,,,,,,,,,,,"AYeb003","N","C","2024-12-01"
"2024-10-02","1","CEDROHI_CHW1","QCOMIT","1.0","3000.0",,,,,,,,,,,,,,,,,,,"222855066","N","V","2024-12-01"
"2024-10-02","1","CEDROHI_CHW1","QHEBER","6.9","26.8",,,,,,,,,,,,,,,,,,,"kpjounjy1","N","V","2024-12-01"
"2024-10-02","1","CEDROHI_CHW1","QTWIGR","1.0","100.0",,,,,,,,,,,,,,,,,,,"534fbbba398f","N","V","2024-12-01"
"2024-10-02","1","CEDROHI_CHW1","QZANDY","2.3","-37.28",,,,,,,,,,,,,,,,,,,"GZ09","N","V","2024-12-01"
"2024-10-02","1","CEDRVALE_RN","QNABLA","1.4","111.99",,,,,,,,,,,,,,,,,,,"t311969","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","3.5","28.64",,,,,,,,,,,,,,,,,,,"ubUD1u2WtW","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","3.5","30.24",,,,,,,,,,,,,,,,,,,"ZJ1dlsB1tP","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","3.5","32.08",,,,,,,,,,,,,,,,,,,"PWhcZDaegK","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","3.5","34.63",,,,,,,,,,,,,,,,,,,"u9D2X4kv8","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","3.9","27.37",,,,,,,,,,,,,,,,,,,"O4yLV7ukiG","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","4.6","25.02",,,,,,,,,,,,,,,,,,,"dUzGVPZCkK","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","4.6","26.03",,,,,,,,,,,,,,,,,,,"o7TsGLgamp","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","5.2","21.76",,,,,,,,,,,,,,,,,,,"Q2HwrbNv4V","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","5.6","22.86",,,,,,,,,,,,,,,,,,,"IgS9ACNvP","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QGRAN3","5.6","23.99",,,,,,,,,,,,,,,,,,,"3fXH5Y9LP6","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QMACQ","5.0","85.45",,,,,,,,,,,,,,,,,,,"45","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QPEBSE","1.0","27.7",,,,,,,,,,,,,,,,,,,"NTL05","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QPEBSE","12.0","10.88",,,,,,,,,,,,,,,,,,,"NTL12","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QPEBSE","2.0","15.8",,,,,,,,,,,,,,,,,,,"NTL01","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QPEBSE","2.0","16.4",,,,,,,,,,,,,,,,,,,"NTL03","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QPEBSE","2.0","22.4",,,,,,,,,,,,,,,,,,,"NTL02","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QPEBSE","2.0","23.7",,,,,,,,,,,,,,,,,,,"NTL04","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QPEBSE","4.0","14.8",,,,,,,,,,,,,,,,,,,"NTL07","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QPEBSE","4.0","22.7",,,,,,,,,,,,,,,,,,,"NTL10","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QTHUNH","2.0","34.0",,,,,,,,,,,,,,,,,,,"222819101","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QZANDY","10.0","-208.88",,,,,,,,,,,,,,,,,,,"ABS8","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QZANDY","3.0","-70.0",,,,,,,,,,,,,,,,,,,"ABS5","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QZANDY","3.0","-90.0",,,,,,,,,,,,,,,,,,,"ABS6","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QZANDY","3.1","-33.12",,,,,,,,,,,,,,,,,,,"GZ06","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QZANDY","3.1","-37.25",,,,,,,,,,,,,,,,,,,"GZ07","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QZANDY","45.0","-231.88",,,,,,,,,,,,,,,,,,,"ABS9","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QZANDY","5.4","-111.29",,,,,,,,,,,,,,,,,,,"GZ08","N","V","2024-12-01"
"2024-10-02","1","CFLATS_UNIT","QZANDY","65.0","-241.88",,,,,,,,,,,,,,,,,,,"ABS10","N","V","2024-12-01"
"2024-10-02","1","CHALUP_ALL","QTWIGR","1.0","100.0",,,,,,,,,,,,,,,,,,,"534fbbba398f","N","V","2024-12-01"
"2024-10-02","1","CHAL_SLR_RN","QNABLA","1.4","112.25",,,,,,,,,,,,,,,,,,,"t311962","N","V","2024-12-01"
